T,E,C,target
49,0.6604,0.606300488,0.290058963
25,0.6605,0.518186938,0.28013544
37,0.6607,0.588456733,0.284599084
37,0.6607,0.605147242,0.28427596
37,0.6607,0.558813993,0.285172961
37,0.6607,0.558813993,0.285172961
49,0.6608,0.500437433,0.292123422
37,0.6608,0.54530843,0.285438169
37,0.6612,0.59809386,0.284431233
49,0.6613,0.47818515,0.292572942
61,0.6613,0.532577353,0.297336484
25,0.6614,0.659725901,0.277428978
49,0.6622,0.412981781,0.29386896
37,0.6626,0.613704249,0.284181438
37,0.6626,0.634775426,0.283773505
61,0.6629,0.449192359,0.299010703
25,0.6631,0.592926782,0.278785843
31,0.6633,0.599654378,0.281571368
37,0.6636,0.574892253,0.28497027
49,0.6638,0.497363349,0.29229526
61,0.6638,0.444963919,0.299126262
61,0.6639,0.483202769,0.298389711
49,0.6641,0.593869562,0.290438156
61,0.6641,0.503098102,0.298012031
25,0.6642,0.631448635,0.278081255
61,0.6642,0.44409686,0.299158025
19,0.6643,0.665248763,0.274522356
25,0.6644,0.559756722,0.279476681
37,0.6644,0.607667601,0.2843657
25,0.6644,0.660635158,0.2775237
49,0.6645,0.62143101,0.28991955
61,0.6647,0.473389521,0.298609647
49,0.6649,0.615849339,0.290042587
49,0.6649,0.528641517,0.291730908
37,0.6653,0.563510734,0.285254264
37,0.6654,0.591159405,0.284722736
49,0.6655,0.53149506,0.291698129
49,0.6655,0.503638668,0.292237422
37,0.6656,0.588456733,0.284782548
25,0.6656,0.635855842,0.278048351
31,0.6656,0.539271727,0.282826476
37,0.6657,0.564845826,0.285243393
49,0.6657,0.57370847,0.290888376
49,0.6657,0.504885671,0.292220769
25,0.6661,0.658402875,0.277630567
31,0.6662,0.663227504,0.280449188
25,0.6663,0.527493852,0.280172421
25,0.6665,0.653541805,0.277739652
49,0.6666,0.4733832,0.292864346
37,0.6666,0.63347874,0.283948374
37,0.6666,0.656314199,0.283506286
37,0.6669,0.513268556,0.286286846
31,0.6669,0.544521535,0.282773515
37,0.6671,0.631646506,0.284002567
37,0.6671,0.533670172,0.285899364
37,0.6672,0.650732527,0.28363681
37,0.6672,0.577561387,0.285053385
25,0.6674,0.573687427,0.279319311
37,0.6674,0.656300227,0.283536509
31,0.6676,0.631204037,0.281121573
25,0.6676,0.631146064,0.278214414
19,0.6677,0.581353098,0.276273857
37,0.6679,0.595730822,0.284727839
37,0.668,0.686250629,0.282979142
61,0.668,0.44352411,0.299311391
49,0.668,0.53289991,0.291764535
31,0.6681,0.471733178,0.284227609
37,0.6682,0.567330309,0.285288898
37,0.6682,0.568769045,0.285261044
31,0.6682,0.646539012,0.280847156
31,0.6683,0.643087525,0.28091772
37,0.6684,0.574109181,0.285165149
49,0.6684,0.588438943,0.29070429
37,0.6686,0.536741342,0.285896069
37,0.6686,0.543923036,0.285757033
37,0.6687,0.544072452,0.285757885
49,0.6688,0.463844715,0.29313138
31,0.6688,0.610194017,0.281573251
37,0.6688,0.472075086,0.28715548
37,0.6689,0.492490588,0.286763985
43,0.6689,0.558929261,0.28838603
13,0.6689,0.589947301,0.273244124
37,0.669,0.536502387,0.285915672
43,0.6692,0.524082151,0.289071894
25,0.6692,0.674199638,0.277440814
37,0.6692,0.577486267,0.285129723
49,0.6693,0.49008816,0.292642034
49,0.6693,0.473361866,0.292965851
61,0.6698,0.485541884,0.298565332
37,0.6698,0.556728327,0.285554056
25,0.6699,0.607009864,0.2787678
37,0.67,0.564468607,0.285411694
37,0.67,0.463432496,0.287367728
13,0.67,0.639288456,0.272330077
49,0.6702,0.548005097,0.291554474
37,0.6704,0.534200421,0.286012656
61,0.6705,0.537739236,0.297581013
61,0.6706,0.537575754,0.297587922
49,0.6706,0.460286595,0.293267659
31,0.6707,0.593120175,0.281974935
49,0.6707,0.530558252,0.291910961
37,0.6709,0.470549836,0.287263636
13,0.6709,0.639941084,0.27235114
37,0.671,0.509400111,0.286515248
49,0.6711,0.558299311,0.291388878
49,0.6712,0.493798026,0.292641351
49,0.6712,0.564808882,0.291266598
31,0.6713,0.577944993,0.282291188
37,0.6713,0.488435707,0.286932346
49,0.6714,0.483539159,0.292847448
49,0.6714,0.483176287,0.292854473
49,0.6716,0.54269217,0.291709749
25,0.6717,0.615526076,0.278670323
13,0.6717,0.63317224,0.272512136
61,0.672,0.455589233,0.299227579
37,0.672,0.65656181,0.283703676
31,0.6721,0.601297232,0.281869048
37,0.6721,0.513966238,0.286468035
61,0.6722,0.584324967,0.296742775
25,0.6722,0.560079608,0.279762474
49,0.6722,0.446722114,0.29359017
49,0.6722,0.595165106,0.290716351
13,0.6725,0.592188152,0.273335531
49,0.6725,0.600603019,0.290622307
61,0.6729,0.444191292,0.299481937
49,0.673,0.590743654,0.290831902
37,0.6731,0.519042705,0.286407197
49,0.6732,0.518325869,0.292241381
31,0.6732,0.64716679,0.28102221
13,0.6735,0.622649827,0.272783242
37,0.6735,0.619699022,0.284473492
43,0.6736,0.611847465,0.287537522
37,0.6737,0.561992873,0.285598157
37,0.6738,0.528339717,0.286253418
61,0.6739,0.483995693,0.298748775
25,0.674,0.551713746,0.279991829
61,0.674,0.425651377,0.299882051
61,0.6742,0.582696111,0.296849192
61,0.6743,0.603126016,0.296457419
37,0.6743,0.640000322,0.284110418
25,0.6744,0.543056279,0.280174412
37,0.6744,0.621851387,0.284465521
37,0.6744,0.613812015,0.284621161
37,0.6746,0.565194108,0.28556988
37,0.6746,0.572273115,0.285432832
37,0.6749,0.571541724,0.285458224
37,0.6749,0.503130103,0.286782656
25,0.675,0.475133477,0.281511846
37,0.6751,0.612608777,0.284670664
61,0.6751,0.552505953,0.297467364
49,0.6753,0.47635157,0.29313262
61,0.6755,0.46271061,0.299220756
49,0.6755,0.52138918,0.292268191
37,0.6757,0.531971452,0.286254248
37,0.6758,0.592540749,0.285085385
49,0.6758,0.521087008,0.292285274
37,0.6758,0.569337303,0.285534598
37,0.6758,0.517970383,0.286529049
37,0.6758,0.568750972,0.285545949
25,0.6759,0.507906696,0.280911062
37,0.676,0.490939337,0.287059852
25,0.676,0.548265973,0.28013346
37,0.6761,0.524082151,0.286421959
37,0.6762,0.525595685,0.286396402
25,0.6762,0.669942072,0.27778533
25,0.6762,0.606182702,0.279019695
25,0.6764,0.537602541,0.280354878
49,0.6764,0.536982156,0.292000013
37,0.6766,0.581157099,0.285335723
25,0.6767,0.6746413,0.277713075
25,0.6768,0.589327985,0.279368463
37,0.6769,0.593947308,0.28509934
31,0.6769,0.615189422,0.281779817
25,0.6769,0.639741111,0.278396222
37,0.677,0.617792031,0.284641457
37,0.677,0.611625318,0.284760843
37,0.6771,0.517597972,0.286584933
49,0.6771,0.594836891,0.290906168
49,0.6774,0.515130722,0.292460492
19,0.6775,0.696303939,0.274415363
37,0.6775,0.52334858,0.286488579
25,0.6775,0.570050936,0.279767871
61,0.6776,0.536930238,0.297862509
49,0.6776,0.523222825,0.29231132
61,0.6777,0.448268302,0.299582726
25,0.6778,0.507906696,0.280982201
49,0.6778,0.57467126,0.291322779
49,0.6779,0.552972412,0.291746607
49,0.678,0.533608685,0.292125228
37,0.678,0.608255679,0.284863519
25,0.6781,0.563571513,0.279915776
37,0.6781,0.528339717,0.286414417
25,0.6781,0.627355397,0.278680936
37,0.6782,0.671954757,0.283637809
25,0.6783,0.593767122,0.279338685
61,0.6784,0.516679558,0.298284511
49,0.6785,0.48296696,0.29312436
25,0.6785,0.668063812,0.277907808
25,0.6785,0.586586806,0.279485182
37,0.6785,0.578666497,0.285455079
49,0.6786,0.498055592,0.292835992
31,0.6786,0.642909224,0.281306819
37,0.6788,0.465213294,0.287662738
37,0.6788,0.645697419,0.28416861
49,0.6789,0.575866295,0.291340829
37,0.6789,0.609266566,0.284877646
37,0.6789,0.579645419,0.285451104
37,0.6789,0.563063932,0.285772118
25,0.6791,0.522060843,0.280756854
37,0.6791,0.560034854,0.285838248
37,0.6791,0.609404808,0.284882458
49,0.6791,0.559064119,0.291673603
25,0.6792,0.599021763,0.279270654
37,0.6793,0.564920405,0.285751153
61,0.6793,0.452257248,0.299565408
37,0.6795,0.583702257,0.28539503
61,0.6795,0.412269194,0.300347055
19,0.6795,0.5132256,0.278034597
37,0.6796,0.532966136,0.286381013
61,0.6796,0.49768867,0.298697099
37,0.6797,0.456177896,0.287871358
37,0.6797,0.659261899,0.283939702
37,0.6798,0.535387011,0.286341633
31,0.6798,0.528914435,0.28355866
61,0.6799,0.594674241,0.296830715
31,0.6799,0.583246433,0.28251055
37,0.68,0.514289064,0.286757573
37,0.68,0.613823379,0.284830613
37,0.6801,0.541349385,0.286237436
43,0.6801,0.547618313,0.289024352
31,0.6801,0.529616081,0.283556309
25,0.6802,0.559758727,0.280068218
37,0.6802,0.500742175,0.287027325
37,0.6803,0.513680914,0.286780579
31,0.6803,0.536962068,0.28342158
49,0.6803,0.492764308,0.293002081
37,0.6804,0.61813597,0.284762099
37,0.6804,0.563613583,0.285817639
25,0.6805,0.562992416,0.280016847
37,0.6805,0.638591331,0.284369832
25,0.6805,0.708294456,0.277203835
37,0.6805,0.549924819,0.286086394
49,0.6805,0.54392155,0.292019178
25,0.6806,0.560663786,0.280065673
25,0.6806,0.717843307,0.277022716
37,0.6807,0.577561387,0.285558845
37,0.6807,0.590780599,0.285302925
25,0.6807,0.599846807,0.279310843
37,0.6807,0.582759734,0.285458207
25,0.6808,0.577771853,0.279741953
37,0.6808,0.475945499,0.287529848
61,0.6809,0.471025519,0.299261965
61,0.6811,0.491701452,0.298869173
37,0.6812,0.513980504,0.286808476
37,0.6812,0.611700323,0.284916645
37,0.6813,0.516246913,0.286768343
61,0.6813,0.573777218,0.297287694
61,0.6815,0.41447468,0.30037924
49,0.6816,0.627522718,0.290441866
61,0.6817,0.452968144,0.299641505
37,0.6817,0.562157201,0.285894508
37,0.6818,0.567192053,0.285800779
37,0.6819,0.537576309,0.286377876
37,0.682,0.556099365,0.286023019
37,0.682,0.523773591,0.286648838
37,0.6822,0.525998766,0.286613247
37,0.6822,0.556523741,0.286022291
37,0.6822,0.575713166,0.285650789
49,0.6823,0.571803311,0.291546788
49,0.6825,0.514495157,0.292663748
43,0.6825,0.50933108,0.289855443
31,0.6825,0.668063812,0.280965855
49,0.6826,0.599825848,0.291015512
49,0.6828,0.515957883,0.292646663
49,0.6829,0.589545607,0.291225767
19,0.6831,0.544830221,0.277557529
37,0.6831,0.61813597,0.284863191
61,0.6831,0.542856501,0.297953706
25,0.6832,0.625641989,0.278905059
37,0.6832,0.538619959,0.286406345
25,0.6833,0.48594015,0.281613396
25,0.6833,0.584201029,0.279711089
37,0.6833,0.477758645,0.287588349
25,0.6833,0.665747863,0.278132363
37,0.6834,0.562728296,0.285947102
31,0.6835,0.607900154,0.282168049
19,0.6835,0.601531526,0.276474783
49,0.6835,0.534409318,0.292315657
37,0.6835,0.524082151,0.286699026
37,0.6835,0.573371107,0.285744804
25,0.6836,0.549018653,0.280403444
37,0.6836,0.637204526,0.284512749
49,0.6837,0.441186593,0.294127914
31,0.6837,0.560663786,0.283090022
25,0.6837,0.478914842,0.28176438
25,0.6837,0.525889267,0.280854967
49,0.6837,0.536658535,0.292279601
49,0.6837,0.574450695,0.291547954
13,0.6838,0.621825678,0.273184844
49,0.6839,0.439334065,0.294171266
61,0.6839,0.454884298,0.29968678
61,0.6839,0.538435044,0.298069258
61,0.6839,0.452947842,0.299724269
25,0.684,0.567650779,0.280057707
37,0.684,0.507690142,0.287035092
25,0.6841,0.625008222,0.278951025
31,0.6842,0.513284716,0.28402599
25,0.6842,0.525173931,0.280887537
37,0.6842,0.519084312,0.286821992
25,0.6843,0.565748514,0.280105767
61,0.6843,0.516422555,0.298510391
37,0.6844,0.596356653,0.285333507
31,0.6844,0.573673454,0.282864367
49,0.6844,0.417927567,0.294604412
25,0.6844,0.618842142,0.279081632
61,0.6845,0.504919672,0.298740572
61,0.6845,0.558626568,0.29770082
37,0.6846,0.60130564,0.285245184
25,0.6846,0.63999167,0.27867967
25,0.6846,0.623449936,0.278999914
31,0.6846,0.6887073,0.280644829
25,0.6847,0.600432375,0.279449273
37,0.6847,0.528339717,0.28666153
37,0.6847,0.469898919,0.28779293
49,0.6847,0.540251235,0.292247488
37,0.6847,0.533670172,0.286558334
19,0.6847,0.641409822,0.275747679
49,0.6849,0.446722114,0.294065677
37,0.6849,0.525906648,0.286716122
37,0.6849,0.577450372,0.285718249
25,0.685,0.657461004,0.278356445
49,0.6851,0.536231413,0.292340288
25,0.6851,0.588781421,0.279689809
37,0.6851,0.586573019,0.285549125
37,0.6852,0.523320899,0.286777414
37,0.6853,0.5660376,0.285954174
49,0.6853,0.56021302,0.291883498
49,0.6853,0.509108879,0.292872861
37,0.6854,0.554556426,0.286180191
37,0.6854,0.563187908,0.286013087
37,0.6854,0.556457352,0.286143389
37,0.6854,0.629596331,0.284727437
37,0.6855,0.493316662,0.287369521
31,0.6855,0.459218724,0.285121368
25,0.6855,0.665587572,0.278217837
37,0.6855,0.62224418,0.284873517
49,0.6856,0.464428892,0.293749087
25,0.6856,0.514448679,0.281147593
31,0.6856,0.555443638,0.283262222
37,0.6856,0.534053833,0.286584604
37,0.6856,0.607088859,0.285170664
61,0.6857,0.473876676,0.299386487
61,0.6857,0.531506927,0.298270779
37,0.6857,0.567315755,0.285944406
37,0.6858,0.563187908,0.286028064
37,0.6859,0.596725613,0.285382526
37,0.686,0.64576645,0.284436852
43,0.686,0.485643537,0.290445073
61,0.686,0.503145192,0.298831088
25,0.6861,0.538405415,0.280702517
49,0.6861,0.548130692,0.292147362
25,0.6862,0.57411933,0.280014849
37,0.6862,0.612380144,0.285090691
37,0.6862,0.49575945,0.287348439
49,0.6862,0.527916108,0.292542456
61,0.6863,0.50569035,0.298793047
37,0.6863,0.587855601,0.285569224
25,0.6864,0.6746413,0.278076257
49,0.6864,0.536840107,0.292377177
49,0.6864,0.502227035,0.293047278
37,0.6865,0.455595736,0.28813723
37,0.6865,0.578388548,0.285759992
13,0.6865,0.617565099,0.27336842
25,0.6865,0.602221925,0.279482022
37,0.6866,0.624866673,0.284863931
49,0.6867,0.500319545,0.293095439
37,0.6867,0.543846736,0.286436201
43,0.6867,0.535556567,0.289504978
25,0.6867,0.562016475,0.280267878
37,0.6869,0.545600863,0.28640973
49,0.6869,0.510737735,0.292901234
31,0.6869,0.689518442,0.280715241
37,0.687,0.524569306,0.28682064
37,0.687,0.491240889,0.28746587
49,0.687,0.459663078,0.29389377
37,0.687,0.598135843,0.28539641
37,0.687,0.510005154,0.287102598
37,0.687,0.561019311,0.286114977
37,0.687,0.490189698,0.287486221
49,0.6871,0.469289962,0.29371114
37,0.6871,0.533033425,0.286660521
49,0.6871,0.498082048,0.293153733
37,0.6871,0.517284251,0.286965421
49,0.6871,0.506480169,0.292991147
49,0.6872,0.509914764,0.292928399
61,0.6872,0.503748733,0.298864333
37,0.6872,0.65218061,0.284357605
37,0.6872,0.63115961,0.284764567
61,0.6873,0.498920924,0.298961543
37,0.6873,0.605960047,0.285256168
19,0.6874,0.564085864,0.277345743
49,0.6874,0.513137434,0.292873497
37,0.6875,0.438910662,0.288497691
37,0.6876,0.574098282,0.285884236
49,0.6877,0.443384219,0.294235134
25,0.6877,0.610455614,0.27936755
37,0.6877,0.476846224,0.287770756
37,0.6877,0.54168842,0.286515427
37,0.6877,0.476100666,0.28778519
25,0.6878,0.522060843,0.281082595
37,0.6878,0.635417177,0.284704606
37,0.688,0.606494379,0.285272033
55,0.6881,0.567093079,0.294763419
49,0.6882,0.467993271,0.29377743
61,0.6882,0.50373245,0.29890209
61,0.6882,0.473526946,0.299486861
37,0.6882,0.626809117,0.284886233
37,0.6882,0.523773591,0.286880975
49,0.6883,0.437046915,0.294380288
49,0.6883,0.51360987,0.292898048
37,0.6883,0.544399822,0.2864854
37,0.6883,0.573162031,0.285928571
49,0.6884,0.529486591,0.292594423
37,0.6885,0.553511184,0.286316495
37,0.6885,0.557036094,0.286248253
49,0.6885,0.565650315,0.291898046
61,0.6885,0.451359348,0.299927253
37,0.6885,0.521440385,0.286937377
37,0.6886,0.555901166,0.286273969
37,0.6887,0.583584062,0.28574178
37,0.6887,0.567284157,0.286057342
37,0.6887,0.575134424,0.285905362
37,0.6887,0.490223929,0.287549209
25,0.6888,0.50364913,0.281476482
13,0.6888,0.619749601,0.273412244
37,0.6888,0.609807984,0.285237835
49,0.6888,0.453428235,0.29408187
51,0.6888,0.547451691,0.293231026
49,0.6889,0.596509782,0.291315591
49,0.6889,0.554257378,0.292133587
61,0.6889,0.491566448,0.29916383
55,0.689,0.524288244,0.295625807
61,0.689,0.537575754,0.298276845
19,0.689,0.654880405,0.27564789
37,0.689,0.491885545,0.287528273
61,0.689,0.526171017,0.298497638
37,0.689,0.617947843,0.285087738
37,0.6891,0.506705487,0.287245106
37,0.6891,0.545606952,0.286491984
37,0.6892,0.524839488,0.286897781
25,0.6892,0.625167389,0.279138896
61,0.6892,0.524750354,0.29853263
49,0.6892,0.524060045,0.292729432
37,0.6893,0.542256115,0.286564343
61,0.6893,0.439068071,0.300195162
37,0.6893,0.634640006,0.284775814
49,0.6894,0.442193589,0.294321835
37,0.6894,0.513020596,0.28713408
25,0.6894,0.589509556,0.279836711
61,0.6894,0.431844763,0.300338747
37,0.6895,0.610321183,0.285254109
37,0.6895,0.50267612,0.28733809
37,0.6896,0.560183138,0.286228513
37,0.6896,0.573970926,0.285961585
37,0.6897,0.561750702,0.286201909
49,0.6897,0.520844837,0.292810399
37,0.6898,0.627134324,0.284939843
36,0.6898,0.583598035,0.285297981
31,0.6898,0.600903138,0.282539391
37,0.6899,0.666663472,0.284178313
37,0.6899,0.596293176,0.285540664
37,0.6899,0.528339717,0.286856226
37,0.6899,0.511088351,0.287190208
31,0.69,0.625559432,0.28206954
37,0.69,0.523554259,0.286952616
37,0.69,0.614572459,0.285190526
61,0.69,0.603912124,0.297030031
31,0.6901,0.513842194,0.284236102
37,0.6901,0.545536629,0.286530787
25,0.6901,0.603865793,0.279584987
49,0.6901,0.535480685,0.292542029
25,0.6901,0.517803277,0.281251135
25,0.6901,0.649178152,0.278707751
61,0.6902,0.463567008,0.299754566
49,0.6902,0.558299311,0.29210401
49,0.6902,0.427373009,0.294638711
49,0.6903,0.467863254,0.293858574
25,0.6903,0.524954599,0.281120176
31,0.6903,0.531751419,0.283896872
49,0.6904,0.516587271,0.292919033
49,0.6904,0.473923559,0.293744992
61,0.6905,0.479887728,0.299449833
37,0.6905,0.633340791,0.284845896
49,0.6906,0.520419827,0.292852324
37,0.6906,0.523704559,0.286972171
61,0.6906,0.526146611,0.298558017
61,0.6906,0.488193906,0.299292772
37,0.6907,0.49545089,0.287522899
49,0.6907,0.47571468,0.293721549
25,0.6907,0.604189414,0.279601186
43,0.6907,0.504716455,0.290251801
49,0.6907,0.462025163,0.293986574
37,0.6907,0.559658587,0.286279854
49,0.6907,0.440699438,0.294399435
49,0.6908,0.472653874,0.293784549
43,0.6909,0.509152779,0.290173403
25,0.6909,0.549757713,0.280662459
61,0.691,0.557231942,0.297971189
37,0.691,0.527443225,0.286914768
49,0.691,0.524288244,0.292792409
25,0.6911,0.659700564,0.278541481
49,0.6911,0.537565265,0.292539113
49,0.6912,0.542678198,0.292443873
49,0.6912,0.56861297,0.291941782
37,0.6913,0.568072534,0.286139427
49,0.6913,0.58599618,0.291608991
61,0.6913,0.45113115,0.300036507
37,0.6913,0.537927738,0.286723023
37,0.6913,0.5206954,0.287056636
37,0.6914,0.517284251,0.287126419
61,0.6914,0.537689731,0.298364498
19,0.6915,0.630098874,0.276221258
37,0.6915,0.571299553,0.286084441
43,0.6915,0.555887193,0.289291101
37,0.6916,0.535689582,0.286777585
49,0.6916,0.520030677,0.292897299
37,0.6916,0.541850513,0.286658311
43,0.6916,0.486368695,0.290640706
37,0.6916,0.55218444,0.286458249
49,0.6916,0.559124117,0.29214046
37,0.6917,0.535813865,0.286778923
37,0.6917,0.613812015,0.285268898
61,0.6918,0.4974621,0.299158272
37,0.6918,0.593251108,0.285670697
43,0.6918,0.58408519,0.288756427
37,0.6918,0.566181407,0.286194759
25,0.6919,0.580973088,0.280095578
37,0.692,0.535993815,0.286786672
49,0.692,0.483176287,0.293625768
49,0.692,0.584220111,0.291669585
49,0.692,0.490251642,0.293488791
49,0.692,0.448623516,0.294294701
37,0.692,0.577555299,0.285982052
49,0.6921,0.402678895,0.295187922
37,0.6921,0.509835376,0.287296837
49,0.6922,0.47861016,0.293721655
43,0.6922,0.547618313,0.289477394
25,0.6922,0.599605214,0.279746097
49,0.6922,0.521087008,0.292899314
25,0.6922,0.475065434,0.282157157
37,0.6922,0.557130546,0.286384958
49,0.6923,0.516829442,0.292985484
25,0.6923,0.58233798,0.280084131
43,0.6924,0.537299351,0.289684654
37,0.6924,0.660508408,0.284391077
49,0.6924,0.541849446,0.292504847
49,0.6924,0.486070042,0.293584722
25,0.6924,0.573920787,0.28025083
37,0.6924,0.545606952,0.28661554
37,0.6926,0.555901166,0.286423735
37,0.6926,0.601406109,0.285542771
37,0.6926,0.646019985,0.284679057
49,0.6926,0.506644498,0.293193894
31,0.6926,0.549622292,0.283637012
25,0.6926,0.517803277,0.281344739
49,0.6926,0.42901074,0.294696864
37,0.6927,0.566181407,0.286228457
49,0.6928,0.503415266,0.293263899
19,0.6928,0.592188152,0.277003874
61,0.6928,0.509784197,0.29895716
37,0.6929,0.438020257,0.288717113
37,0.6929,0.566475996,0.286230242
43,0.6929,0.52334858,0.289973459
43,0.6929,0.588332219,0.288715392
37,0.6929,0.485541987,0.287797104
37,0.6929,0.509152779,0.287340005
49,0.693,0.582177451,0.291746571
49,0.6931,0.532461919,0.292712796
49,0.6931,0.454853586,0.294215274
37,0.6931,0.619103299,0.285218879
49,0.6931,0.53330641,0.292696447
37,0.6931,0.570910156,0.286151886
37,0.6932,0.527578465,0.286994521
61,0.6933,0.449423758,0.300144444
49,0.6933,0.426325959,0.29477505
49,0.6934,0.470833725,0.293917135
49,0.6934,0.51122489,0.293135172
49,0.6934,0.578928826,0.291824441
49,0.6935,0.516829442,0.293030413
25,0.6935,0.627355397,0.279257535
49,0.6936,0.558285339,0.292231582
37,0.6936,0.534701428,0.286871598
49,0.6936,0.47212082,0.293899705
25,0.6936,0.46157722,0.282470703
37,0.6937,0.513026685,0.28729496
49,0.6937,0.425437094,0.294807235
49,0.6937,0.516829442,0.293037902
49,0.6938,0.564822854,0.292112505
25,0.6938,0.531751419,0.281119636
49,0.6938,0.460539511,0.294131405
37,0.694,0.598204874,0.285657164
37,0.694,0.641114645,0.284826442
49,0.694,0.468802807,0.293978918
61,0.6941,0.562477634,0.297985703
25,0.6941,0.632963087,0.279171436
37,0.6941,0.500017016,0.287561801
37,0.6941,0.515424326,0.287263519
25,0.6942,0.559312867,0.28060103
61,0.6942,0.487441157,0.299442134
37,0.6942,0.566181407,0.286284619
61,0.6942,0.525464261,0.298706016
49,0.6942,0.500443521,0.29337385
49,0.6942,0.460156663,0.294153793
49,0.6943,0.422340368,0.294889652
37,0.6943,0.562355745,0.286362427
49,0.6943,0.591500255,0.291614758
37,0.6944,0.566250439,0.286290771
25,0.6945,0.507687364,0.281611719
61,0.6945,0.552808523,0.298187871
13,0.6946,0.536146823,0.275247934
37,0.6946,0.51770629,0.287238062
37,0.6946,0.55077426,0.286597874
49,0.6946,0.49008816,0.293589304
25,0.6946,0.479583995,0.282159538
31,0.6946,0.550383544,0.283697157
49,0.6946,0.492764308,0.293537494
25,0.6947,0.588294266,0.280058678
49,0.6947,0.540674165,0.292613715
43,0.6947,0.526974826,0.28997065
37,0.6947,0.463604498,0.288289203
37,0.6947,0.523704559,0.287125681
37,0.6948,0.61225651,0.285415081
49,0.6948,0.506466197,0.293279717
37,0.6948,0.513424317,0.287328448
37,0.6949,0.561085541,0.286409483
37,0.6949,0.545606952,0.286709144
49,0.6949,0.520024589,0.293020974
37,0.6949,0.576530681,0.286110468
25,0.695,0.618331449,0.279488398
25,0.695,0.578501179,0.280259502
61,0.6952,0.509167867,0.299058952
37,0.6953,0.503130103,0.287546462
49,0.6953,0.505248241,0.293322017
37,0.6954,0.555053183,0.286544988
37,0.6954,0.568058751,0.286293204
25,0.6955,0.608225362,0.27970277
49,0.6955,0.483901445,0.293742774
37,0.6956,0.543704687,0.286772181
37,0.6957,0.581305246,0.286047987
25,0.6957,0.688638268,0.278153485
37,0.6957,0.457540168,0.288444048
61,0.6958,0.550060365,0.298289748
49,0.6958,0.492970356,0.293578435
43,0.6959,0.511222206,0.290320547
49,0.6959,0.428129567,0.29483748
43,0.696,0.582424836,0.288945826
25,0.696,0.633972007,0.279223042
31,0.6961,0.517803277,0.284384065
61,0.6961,0.495674065,0.299353886
37,0.6962,0.571292822,0.286260546
37,0.6963,0.564715597,0.286391624
49,0.6964,0.523433957,0.293011132
25,0.6964,0.597377742,0.279946475
49,0.6964,0.522166878,0.293035662
25,0.6965,0.553277299,0.280803993
37,0.6965,0.547339449,0.28673551
37,0.6965,0.599746015,0.285720932
37,0.6965,0.594415036,0.285824138
37,0.6965,0.475731706,0.288121818
49,0.6966,0.507021009,0.293336371
19,0.6966,0.565295164,0.277666793
61,0.6966,0.443409774,0.30038443
37,0.6966,0.609485417,0.285536124
25,0.6966,0.485648325,0.282117017
37,0.6967,0.578795048,0.286134026
37,0.6968,0.561992873,0.286463056
49,0.6968,0.496185955,0.293553623
25,0.6968,0.535070512,0.281167704
37,0.6968,0.552542506,0.286646012
49,0.6969,0.53136725,0.292876266
37,0.6969,0.541426137,0.286864967
49,0.697,0.500373198,0.293480047
37,0.697,0.552199786,0.286660136
37,0.697,0.641508884,0.284931134
19,0.697,0.595904878,0.277089173
37,0.6971,0.533205113,0.287031612
37,0.6971,0.434576862,0.28894103
37,0.6971,0.461138825,0.288426797
49,0.6971,0.592493307,0.291700369
37,0.6971,0.652056633,0.284730676
49,0.6971,0.49210561,0.29364385
61,0.6971,0.545802799,0.298420848
37,0.6972,0.495025879,0.287774497
49,0.6972,0.443593194,0.294586782
49,0.6972,0.474283563,0.293992625
61,0.6972,0.412995512,0.300995708
37,0.6973,0.577679582,0.286178086
49,0.6973,0.440480107,0.294650795
49,0.6973,0.528258585,0.292951426
49,0.6973,0.482439441,0.293838473
49,0.6973,0.571090128,0.292122218
43,0.6973,0.556457352,0.289497224
37,0.6974,0.560535745,0.28651373
37,0.6974,0.537927738,0.286951416
61,0.6974,0.478422439,0.299736547
25,0.6975,0.56526285,0.280609397
43,0.6975,0.431136563,0.291930891
49,0.6975,0.5348321,0.292831652
37,0.6975,0.521440385,0.287274351
49,0.6975,0.510873156,0.293295492
37,0.6976,0.61931609,0.285383246
49,0.6976,0.468260887,0.294124199
19,0.6976,0.535454603,0.27828194
37,0.6976,0.573764735,0.286265108
43,0.6976,0.530991301,0.290001472
49,0.6977,0.573096328,0.292098355
37,0.6977,0.513026685,0.287444726
37,0.6977,0.662405906,0.284552782
25,0.6977,0.557341012,0.28077025
37,0.6977,0.603448769,0.285694177
37,0.6978,0.54040619,0.28691841
37,0.6978,0.541349385,0.28690015
49,0.6978,0.482415034,0.293857666
31,0.6979,0.601789715,0.282825503
49,0.6979,0.496350284,0.293591627
37,0.6979,0.590275773,0.285956691
61,0.6979,0.492349509,0.299485643
49,0.6979,0.521017977,0.293114067
37,0.6979,0.567284157,0.286401803
37,0.698,0.535237618,0.28702596
37,0.698,0.594252258,0.285883452
61,0.698,0.429584452,0.300704503
37,0.698,0.620088225,0.285383274
37,0.698,0.614950836,0.285482732
37,0.6981,0.645441243,0.28489619
49,0.6983,0.599825848,0.291603343
37,0.6984,0.628311089,0.285239058
61,0.6984,0.408212479,0.301133236
61,0.6985,0.552618143,0.298341322
37,0.6985,0.555887193,0.286644911
