T,E,C,target
25,0.3318,0.611128808,0.266029094
25,0.3325,0.647816803,0.265345033
25,0.3364,0.55259359,0.267334552
37,0.3371,0.552694781,0.273175364
31,0.3378,0.545748386,0.270427773
19,0.3391,0.574366105,0.264105853
19,0.3395,0.479502957,0.265957356
37,0.3397,0.603496159,0.27228921
13,0.3398,0.540020729,0.261888699
25,0.3405,0.545748386,0.267620584
19,0.3406,0.649558161,0.262706315
25,0.3407,0.48464767,0.268810967
37,0.3408,0.504716455,0.274242746
19,0.3417,0.611013672,0.263493713
25,0.3419,0.465702903,0.269222662
25,0.343,0.586759424,0.266920224
13,0.3438,0.685770163,0.259216792
25,0.3459,0.573403273,0.267287376
25,0.346,0.598574508,0.266803811
13,0.3462,0.699265612,0.259045383
25,0.3463,0.651640159,0.265787706
25,0.347,0.673832953,0.265384268
25,0.3473,0.607641184,0.266676957
37,0.3483,0.567330309,0.273311368
37,0.3509,0.547618313,0.273790336
37,0.3531,0.554671695,0.273736155
31,0.3533,0.645127142,0.269084168
37,0.3535,0.659261899,0.271726291
19,0.3569,0.576293023,0.264735006
25,0.3572,0.586645536,0.267454098
25,0.3572,0.630624714,0.266602672
25,0.3581,0.59799033,0.267268163
37,0.3582,0.609634017,0.27286305
37,0.3584,0.629596331,0.272484073
37,0.3598,0.594111637,0.273223466
25,0.3623,0.61296615,0.267135489
31,0.3623,0.626773647,0.26977646
37,0.3625,0.534658875,0.274475548
37,0.3628,0.637656737,0.272492768
37,0.3628,0.577528276,0.27365684
25,0.3655,0.606549236,0.267379531
19,0.3663,0.600297865,0.264622229
25,0.3667,0.454279586,0.270372364
19,0.3671,0.508563842,0.26642813
19,0.3674,0.579867024,0.26505895
25,0.3677,0.497153702,0.269579773
31,0.368,0.6887073,0.268790856
37,0.3681,0.576530681,0.273874593
37,0.3694,0.564965909,0.274147158
25,0.3708,0.617207069,0.267371638
25,0.3708,0.58302972,0.268033303
25,0.3723,0.61001845,0.26756697
19,0.3725,0.47065312,0.267364256
25,0.3726,0.608737244,0.267603007
31,0.3743,0.55640622,0.271588054
37,0.3768,0.592926356,0.273882917
19,0.3785,0.600297865,0.265079015
19,0.3791,0.545453738,0.266163248
31,0.3793,0.576316137,0.27138981
25,0.3794,0.493533217,0.27008793
25,0.3856,0.591495501,0.268423542
25,0.386,0.622352846,0.267841128
61,0.3877,0.494261207,0.287834286
25,0.3879,0.573687427,0.268854417
37,0.3879,0.472174095,0.276636252
25,0.3887,0.698987541,0.266458591
25,0.3889,0.62976472,0.267806216
37,0.3892,0.524729177,0.275667472
25,0.3893,0.588360655,0.268622765
37,0.3903,0.485101617,0.276475838
37,0.3913,0.655721484,0.273210121
31,0.3921,0.56847794,0.272020806
31,0.3938,0.516665499,0.273087533
37,0.3938,0.525393006,0.275826851
13,0.3945,0.652434189,0.261760451
25,0.3947,0.631623612,0.267987389
61,0.396,0.463522062,0.288740153
37,0.3968,0.632811539,0.27385958
31,0.397,0.542625749,0.272704762
49,0.3979,0.506471358,0.282163242
25,0.398,0.522558392,0.270222421
19,0.3981,0.497543881,0.267802159
37,0.3991,0.582018336,0.274929039
26,0.3997,0.613045719,0.269018973
25,0.4001,0.495672037,0.270821561
25,0.4005,0.573445256,0.269330868
19,0.4024,0.59153417,0.266143529
37,0.403,0.584864033,0.275019969
25,0.4044,0.452693235,0.271814619
31,0.4046,0.546597698,0.272912421
25,0.4046,0.589327985,0.269176892
43,0.405,0.514142905,0.279372276
37,0.4052,0.593168527,0.274941567
25,0.4053,0.496646958,0.270997383
37,0.4062,0.571299553,0.275402387
37,0.4065,0.561923841,0.27559513
31,0.4067,0.558622516,0.272758251
37,0.4068,0.509166751,0.276627727
37,0.4069,0.601295095,0.274847889
37,0.4072,0.556099365,0.2757341
37,0.4073,0.613776401,0.274621231
19,0.4085,0.557821017,0.2670246
13,0.4085,0.583708399,0.263615146
25,0.409,0.560663786,0.269896567
37,0.4092,0.620643038,0.274559433
37,0.4094,0.597326844,0.275018317
31,0.4109,0.608788153,0.271944311
13,0.4113,0.60709185,0.263267284
31,0.4116,0.599468765,0.272150941
25,0.4121,0.620248701,0.268859086
37,0.4129,0.535084539,0.276354358
37,0.414,0.490652446,0.277255738
21,0.4144,0.675406917,0.265938498
37,0.4144,0.531011882,0.276489366
25,0.4148,0.625586964,0.268856831
25,0.4151,0.591823489,0.269521716
25,0.4156,0.513069539,0.271065093
37,0.4169,0.570574394,0.275817049
25,0.4175,0.52795168,0.270848117
25,0.4193,0.539328078,0.270695268
37,0.4193,0.593947308,0.275454415
37,0.4204,0.404090952,0.279171172
25,0.4206,0.552978778,0.270479668
37,0.4211,0.627307464,0.274875965
31,0.4215,0.460167382,0.275218451
31,0.4216,0.678344054,0.270998349
37,0.4234,0.481605303,0.277782838
25,0.4236,0.589539291,0.26988419
19,0.4247,0.595662707,0.266898546
37,0.4257,0.474102467,0.278014207
25,0.426,0.578028752,0.27019689
43,0.4261,0.588411787,0.278724464
25,0.4262,0.559448288,0.270564092
31,0.4265,0.507145444,0.274496175
31,0.428,0.521502061,0.274274397
25,0.4286,0.591495501,0.270033525
19,0.4288,0.681766131,0.265385116
37,0.429,0.490151319,0.277827062
25,0.4291,0.564593697,0.270573058
37,0.4309,0.652056633,0.274763754
31,0.432,0.608225362,0.272745221
13,0.4332,0.60618512,0.264104807
25,0.4333,0.656099655,0.26895878
37,0.4348,0.513600439,0.277590253
37,0.435,0.503130103,0.277800445
25,0.435,0.605952252,0.269993272
25,0.4356,0.615991135,0.269821386
37,0.4367,0.53525159,0.277242231
49,0.4377,0.53136725,0.283171434
31,0.4377,0.560765618,0.273877447
37,0.4384,0.593836294,0.276171696
25,0.4389,0.551210706,0.271199076
25,0.4393,0.549018653,0.27125649
19,0.4398,0.559450706,0.268164968
31,0.4409,0.62128242,0.272825669
37,0.4414,0.513410345,0.277841047
25,0.4416,0.522699878,0.271852131
37,0.4419,0.533144094,0.277477728
25,0.4424,0.48464767,0.272618765
37,0.4426,0.473192519,0.278664584
37,0.4427,0.514559246,0.277867479
37,0.4442,0.520571117,0.277807253
37,0.4448,0.586018206,0.276562678
37,0.4451,0.552823474,0.277216552
37,0.4453,0.545267738,0.277370318
25,0.4462,0.560663786,0.27128939
19,0.4463,0.623317593,0.267171891
37,0.4474,0.611949966,0.276157994
37,0.4485,0.581882916,0.27678127
43,0.4493,0.553580216,0.280267437
37,0.4493,0.564342392,0.277150803
19,0.4497,0.585382465,0.268033606
37,0.4499,0.613536317,0.276220886
37,0.4501,0.53667089,0.27771647
31,0.4504,0.604689942,0.273502589
37,0.4508,0.619929058,0.276130821
25,0.4516,0.58238797,0.271070999
37,0.4525,0.622517325,0.276144364
49,0.4545,0.561473465,0.283217602
37,0.4556,0.504070885,0.278553526
25,0.4561,0.562130509,0.271631665
37,0.457,0.547618313,0.277762877
25,0.4581,0.563393212,0.271682102
37,0.4589,0.517817304,0.278410956
43,0.4593,0.611700323,0.279516661
18,0.4595,0.564085864,0.268328116
31,0.461,0.524719947,0.275447668
37,0.4612,0.613837351,0.276638147
25,0.464,0.527145571,0.272604752
25,0.4642,0.56771108,0.271826902
25,0.4644,0.594492281,0.271315913
37,0.4645,0.500077308,0.27896407
19,0.4665,0.599010805,0.268398782
25,0.467,0.621328571,0.270893717
13,0.4676,0.658539634,0.264379223
37,0.4678,0.635417177,0.27646748
25,0.4689,0.551969896,0.272307623
37,0.4695,0.496143111,0.279227442
61,0.4699,0.550060365,0.289831718
25,0.4703,0.684449733,0.269795264
25,0.4711,0.549018653,0.272447129
31,0.4715,0.565966863,0.275042274
31,0.4716,0.508280373,0.276162814
37,0.4728,0.433543163,0.280562918
31,0.4731,0.545598086,0.275496515
37,0.4733,0.652056633,0.276351273
31,0.4737,0.631623612,0.273853547
31,0.4739,0.702202749,0.27249464
37,0.4739,0.602964394,0.277324151
37,0.475,0.53186894,0.278741727
25,0.4751,0.551108703,0.272556432
25,0.4763,0.60562789,0.271545884
37,0.4776,0.538042995,0.278719547
37,0.4779,0.52063594,0.279067776
37,0.478,0.52141299,0.279056476
31,0.4781,0.48374013,0.276881277
49,0.4787,0.545758892,0.284427917
61,0.4791,0.483668472,0.29146151
25,0.4792,0.612138989,0.271528411
37,0.4795,0.546513682,0.278626695
25,0.4801,0.521113737,0.273324335
25,0.4809,0.656752864,0.270728348
37,0.4815,0.481605303,0.279958188
43,0.4815,0.526793431,0.281991638
61,0.4827,0.556810132,0.290180295
49,0.4834,0.54815441,0.284557515
25,0.4838,0.578080413,0.272360008
49,0.484,0.615344978,0.283279187
37,0.4841,0.578566849,0.278178385
25,0.4847,0.475983145,0.274370283
37,0.4849,0.498872537,0.2797512
25,0.4871,0.523787123,0.273534669
25,0.4878,0.657135796,0.270979281
25,0.4884,0.590116361,0.272299226
25,0.4893,0.533918503,0.273420899
37,0.4901,0.473851414,0.280430298
61,0.4904,0.410315989,0.293304685
25,0.4914,0.59334338,0.272349076
25,0.4914,0.560663786,0.272981745
25,0.4915,0.590460712,0.272408628
25,0.4921,0.657461004,0.271133984
43,0.4934,0.541507626,0.282152329
31,0.4935,0.616771505,0.274882421
31,0.4946,0.593701446,0.275370237
25,0.4947,0.605346444,0.272240256
37,0.4953,0.632100402,0.277561333
31,0.4954,0.615922104,0.274970004
13,0.4956,0.58586962,0.266834458
37,0.496,0.583598035,0.278526536
37,0.4962,0.579572749,0.278611953
37,0.4972,0.555901166,0.27910767
61,0.4977,0.450054539,0.292808679
37,0.4979,0.533350509,0.279570454
25,0.4981,0.560663786,0.273232602
31,0.4981,0.531210578,0.27671109
31,0.4983,0.508507739,0.2771581
37,0.4983,0.561923841,0.279032258
31,0.4988,0.536697525,0.276631073
37,0.499,0.529731981,0.279681694
25,0.5002,0.546125978,0.273592678
25,0.5006,0.620152997,0.27217451
25,0.5006,0.535248813,0.273818234
31,0.5011,0.51943029,0.277051478
49,0.5013,0.513650562,0.285895703
25,0.5017,0.66748507,0.271299358
31,0.5026,0.609885456,0.275356451
25,0.503,0.481628905,0.274946161
37,0.5032,0.468560129,0.28102322
37,0.5041,0.465901839,0.281108381
37,0.5047,0.543923036,0.279620375
37,0.5051,0.611700323,0.2783232
37,0.5053,0.563771277,0.279258583
49,0.5058,0.462408823,0.287056217
25,0.5064,0.601391584,0.272754887
43,0.5064,0.57861714,0.281920637
49,0.507,0.455282103,0.287239119
31,0.5072,0.517803277,0.27731137
37,0.5072,0.647012959,0.277718183
43,0.5074,0.543992068,0.282628411
37,0.5085,0.563256279,0.279388366
25,0.5087,0.620248701,0.272475933
25,0.5096,0.559971565,0.273676581
37,0.5099,0.613812015,0.278462037
25,0.51,0.574693662,0.273406541
25,0.5107,0.527493852,0.274346527
37,0.5109,0.584864033,0.279059905
25,0.5121,0.531751419,0.274316519
37,0.5124,0.561992873,0.279558847
25,0.513,0.531766765,0.27434992
61,0.5146,0.510331675,0.29227449
31,0.5146,0.606684656,0.275867715
49,0.5146,0.446029893,0.287702794
25,0.5148,0.452693235,0.275948158
37,0.5156,0.588646989,0.279162642
25,0.5161,0.588225235,0.273372966
49,0.5171,0.617242476,0.284481765
25,0.5175,0.667416038,0.27189227
37,0.5175,0.599191203,0.279029648
19,0.5176,0.503398944,0.272163063
37,0.5185,0.645697419,0.278166741
37,0.5188,0.603983314,0.278985548
37,0.5201,0.588898395,0.279326262
37,0.5202,0.640328537,0.278334331
25,0.5211,0.617532276,0.272992797
37,0.522,0.603543137,0.279113882
31,0.5222,0.531643861,0.277605042
37,0.5224,0.568272635,0.279811687
37,0.5227,0.513410345,0.28088504
25,0.5229,0.57872981,0.273811397
37,0.5238,0.491885545,0.28134294
37,0.5239,0.636486935,0.278547237
37,0.5243,0.509152779,0.281027371
37,0.5245,0.662405906,0.278067917
49,0.5247,0.511967115,0.286804425
37,0.5251,0.427267067,0.282642612
25,0.5252,0.599191629,0.273501377
31,0.5252,0.470274191,0.278905468
37,0.5259,0.577561387,0.279762904
37,0.5262,0.523704559,0.280816791
49,0.527,0.510737735,0.286914341
61,0.5271,0.507583517,0.292795712
25,0.5276,0.535603565,0.274822286
37,0.5277,0.500017016,0.281331539
25,0.5278,0.56923713,0.274178637
37,0.5279,0.613776401,0.279136673
25,0.5281,0.475983145,0.275995243
37,0.5289,0.594318647,0.279550812
43,0.5304,0.498872537,0.284363068
37,0.5311,0.448529611,0.282455623
37,0.5331,0.585993408,0.279869241
37,0.5335,0.450247309,0.282512228
37,0.5339,0.505101744,0.281465237
31,0.5342,0.637014075,0.276014398
49,0.5346,0.511644465,0.287181342
37,0.5349,0.603173113,0.279604041
61,0.5353,0.484225949,0.293554929
31,0.5356,0.545392407,0.277840589
13,0.5369,0.498874082,0.270065003
37,0.538,0.491193324,0.28188801
25,0.5382,0.49685123,0.275969401
25,0.5384,0.623449936,0.27352597
19,0.5384,0.536146823,0.272307855
31,0.5398,0.473735958,0.279385094
37,0.5405,0.545606952,0.28092818
61,0.5409,0.527042804,0.292935677
31,0.5412,0.476537957,0.279383266
37,0.5421,0.645697419,0.279050359
37,0.5426,0.558929261,0.28074889
31,0.5432,0.549729044,0.278041188
25,0.5436,0.568602782,0.274782493
37,0.5438,0.609634017,0.279812188
49,0.544,0.491268389,0.287927768
25,0.544,0.526760282,0.27560753
37,0.544,0.510346126,0.281741866
49,0.5446,0.460642419,0.288543144
49,0.5458,0.57220567,0.286428237
49,0.5465,0.510723763,0.28764472
37,0.5473,0.503130103,0.282005123
25,0.548,0.586123159,0.274608045
25,0.5481,0.595211199,0.274435847
13,0.5482,0.667344594,0.267226545
19,0.5483,0.611924576,0.271211488
37,0.5486,0.575315182,0.280656312
37,0.5486,0.53578843,0.28142154
37,0.5486,0.4723633,0.282649435
49,0.5487,0.564241377,0.286691004
31,0.5488,0.565599158,0.277943619
37,0.549,0.656046692,0.279108346
37,0.5493,0.62709198,0.279680135
49,0.5494,0.443593194,0.289052932
49,0.5498,0.496321302,0.288047105
49,0.5498,0.557349,0.286865624
25,0.5498,0.656752864,0.273308066
25,0.55,0.480390104,0.276729894
37,0.5505,0.605727638,0.280138673
31,0.5511,0.513929372,0.279030048
61,0.5511,0.450168236,0.294805853
61,0.5511,0.500895466,0.293823786
37,0.5512,0.551629627,0.281212206
25,0.5513,0.508492393,0.276234514
61,0.5514,0.526215642,0.293344826
37,0.5516,0.641673212,0.279483961
25,0.552,0.588294266,0.274715779
49,0.5528,0.573910488,0.286657322
25,0.5529,0.62017967,0.274132183
13,0.5531,0.583016178,0.269042585
37,0.5532,0.458196884,0.283095924
61,0.5534,0.597296733,0.292043597
37,0.5534,0.566250439,0.281011522
37,0.5536,0.622660386,0.279926928
37,0.5538,0.593168527,0.280505371
37,0.554,0.585414665,0.280662972
37,0.554,0.57069669,0.280947909
37,0.5543,0.571299553,0.28094747
37,0.5545,0.515010669,0.282044697
49,0.5553,0.453873435,0.289074813
37,0.556,0.590095161,0.280647242
49,0.5562,0.553149815,0.287186545
49,0.5568,0.493456528,0.288364657
49,0.5568,0.506466197,0.288112793
37,0.557,0.537927738,0.281694632
49,0.5572,0.579959532,0.286704957
37,0.5574,0.576530681,0.280962265
37,0.5577,0.510165419,0.282258312
37,0.5578,0.545606952,0.281575917
49,0.5581,0.545564306,0.287404537
37,0.5583,0.477758645,0.282908164
37,0.5586,0.508946586,0.282315606
25,0.5586,0.68122813,0.273163716
25,0.5588,0.606821737,0.274611694
31,0.5589,0.601789715,0.277621138
49,0.559,0.55528707,0.287250004
37,0.559,0.545896607,0.281615239
37,0.5595,0.456771649,0.283359397
25,0.5609,0.568317884,0.275435746
61,0.5627,0.503506562,0.294207557
25,0.5635,0.525173931,0.27636835
25,0.565,0.607881422,0.274823316
37,0.5651,0.581749814,0.281149523
31,0.5657,0.578080413,0.278334746
25,0.566,0.587422707,0.275256833
25,0.5662,0.689741018,0.273283464
49,0.5667,0.483176287,0.28893435
49,0.5669,0.501270683,0.288591536
37,0.5676,0.528097546,0.282281821
13,0.5676,0.654998759,0.268191922
25,0.5677,0.683594594,0.27345862
37,0.5683,0.545606952,0.281969053
25,0.5689,0.567408608,0.275752881
37,0.5697,0.468560129,0.283513078
25,0.5702,0.667810277,0.273857804
37,0.5709,0.609175255,0.280835734
37,0.5711,0.481901786,0.283307205
37,0.5713,0.61983469,0.280644347
37,0.5727,0.541662027,0.282210168
37,0.5732,0.567284157,0.281732851
61,0.5735,0.591855813,0.292901506
37,0.5737,0.620077093,0.280729513
37,0.5737,0.567663297,0.281744231
37,0.5738,0.651789126,0.28011932
25,0.5744,0.601191565,0.27530478
31,0.5745,0.56116574,0.278991695
61,0.5756,0.526198032,0.294251251
61,0.5756,0.477367649,0.295196595
25,0.5757,0.659375357,0.27422703
19,0.5757,0.569068588,0.273067066
49,0.5759,0.468260887,0.28956757
31,0.5768,0.651640159,0.277326248
43,0.577,0.521033886,0.285678803
61,0.5777,0.499552492,0.294845729
37,0.5783,0.590095161,0.281482187
61,0.5784,0.504541449,0.294775353
37,0.5784,0.562480028,0.282020553
37,0.5786,0.485862869,0.283511331
37,0.579,0.409243377,0.285009641
37,0.5797,0.639372326,0.280580611
37,0.5805,0.537927738,0.282574507
37,0.5811,0.529006823,0.282769678
37,0.5819,0.525395381,0.282869548
37,0.5819,0.510156963,0.28316456
49,0.582,0.523278981,0.288730827
43,0.5823,0.566250439,0.285001862
37,0.5823,0.570574394,0.28200987
37,0.583,0.523773591,0.282942131
31,0.5834,0.59101699,0.278747011
37,0.584,0.560294152,0.282272543
37,0.584,0.555901166,0.282357591
31,0.5841,0.588294266,0.278825931
49,0.5842,0.47891872,0.289672002
25,0.5848,0.502915559,0.27759677
37,0.5849,0.431979609,0.284790378
61,0.585,0.477954356,0.295537187
37,0.5859,0.581821966,0.281926909
49,0.5859,0.468817073,0.289931218
37,0.5874,0.540706418,0.282779058
37,0.5879,0.555421211,0.282512904
37,0.5886,0.519516025,0.283234229
37,0.5886,0.556691422,0.282514522
25,0.5888,0.507906696,0.277649909
37,0.5889,0.52687353,0.283103022
25,0.589,0.503158257,0.277749326
49,0.5896,0.504497295,0.289378991
25,0.5919,0.567024947,0.276621463
49,0.592,0.520030677,0.289168128
25,0.592,0.599669177,0.275993223
61,0.5932,0.471527328,0.295968632
37,0.5933,0.534362393,0.283122782
37,0.5936,0.523704559,0.283340347
49,0.5938,0.536451978,0.28891761
37,0.5939,0.517284251,0.283475875
37,0.5939,0.593251108,0.282005176
19,0.5945,0.557821017,0.273988716
49,0.5947,0.598719185,0.28774583
37,0.5953,0.561085541,0.282680311
31,0.5953,0.53834028,0.280212373
37,0.5953,0.525395381,0.283371264
49,0.5954,0.573743709,0.288255558
49,0.5957,0.492563437,0.28983842
37,0.5958,0.495397235,0.283970741
37,0.5958,0.56725162,0.282579658
49,0.5958,0.517442232,0.289360517
37,0.5959,0.491193324,0.284055872
61,0.596,0.531506927,0.294912279
25,0.5961,0.559312867,0.276928021
49,0.5962,0.494181687,0.289825812
37,0.5963,0.543360747,0.2830609
31,0.5963,0.573687427,0.279565502
37,0.5965,0.491193324,0.284078337
25,0.5973,0.614984156,0.275895168
19,0.5974,0.56834343,0.273893584
31,0.5977,0.657461004,0.277996085
37,0.5978,0.579572749,0.282416007
31,0.5978,0.579079922,0.279517267
25,0.598,0.570695859,0.276778788
25,0.5987,0.670248314,0.274877686
37,0.5989,0.562157201,0.282794353
37,0.599,0.596556144,0.282132143
43,0.5993,0.499636535,0.286927995
49,0.6007,0.430450081,0.291228127
37,0.6009,0.522308302,0.283640701
49,0.6009,0.527109684,0.289364309
61,0.6013,0.563427945,0.294492735
49,0.6016,0.529179111,0.289350455
49,0.6023,0.422632475,0.29143938
25,0.6025,0.563705854,0.277082599
49,0.6031,0.532044771,0.289351139
19,0.6036,0.480933362,0.275817959
49,0.6045,0.515822463,0.289717617
43,0.6049,0.593703072,0.285316563
49,0.6052,0.520141513,0.28966021
49,0.6057,0.521017977,0.289661962
25,0.6059,0.453976892,0.279334226
19,0.606,0.564557583,0.274288874
37,0.606,0.523175087,0.283814872
61,0.6063,0.443435094,0.297002975
25,0.6078,0.563469964,0.277285606
25,0.6093,0.546851136,0.277663505
37,0.6094,0.513424317,0.284130945
37,0.6096,0.496143111,0.284472994
25,0.6101,0.518186938,0.278248389
31,0.6105,0.602230086,0.279544593
37,0.6106,0.534190849,0.28377384
43,0.6108,0.574489894,0.28590943
37,0.6108,0.570574394,0.283076952
25,0.611,0.642909224,0.275867494
19,0.6114,0.592673759,0.273946736
31,0.6122,0.575908932,0.280117814
37,0.6124,0.627387859,0.282036964
61,0.6127,0.465279808,0.296819692
37,0.6131,0.534053833,0.283870097
37,0.6133,0.600464473,0.282591891
43,0.6137,0.613823379,0.285256524
37,0.6138,0.593878277,0.282738119
37,0.6141,0.515969083,0.284257654
31,0.6148,0.536059215,0.280986642
25,0.6149,0.567650779,0.277470501
37,0.6152,0.599937372,0.282673235
49,0.6153,0.477686792,0.290860282
49,0.6155,0.539569533,0.289669735
61,0.6163,0.502479291,0.296234308
25,0.6168,0.588294266,0.277141987
37,0.6178,0.627442885,0.282238083
61,0.6185,0.441421113,0.297498751
37,0.6185,0.637682074,0.282066064
25,0.6189,0.660635158,0.275820112
49,0.6191,0.452714278,0.291486021
61,0.6193,0.524556549,0.295919223
19,0.6212,0.659838403,0.273013372
25,0.6219,0.574953425,0.277591214
25,0.623,0.563072331,0.277862414
37,0.6235,0.500017016,0.284918432
43,0.6241,0.616707454,0.28559008
31,0.6245,0.550383544,0.281072509
25,0.6245,0.630528943,0.276612633
37,0.6248,0.541527686,0.28416347
49,0.6274,0.448487308,0.291878618
61,0.6275,0.423488986,0.298182886
19,0.6275,0.541551996,0.275539249
37,0.6278,0.498666344,0.285105579
37,0.6279,0.582468612,0.283486932
49,0.6282,0.494740186,0.291013127
31,0.6283,0.684449733,0.278619299
25,0.6291,0.518186938,0.278959778
61,0.6293,0.45330222,0.297673103
43,0.6299,0.623129466,0.285682912
37,0.63,0.603462741,0.283159118
37,0.63,0.537927738,0.28442786
37,0.6304,0.572273115,0.283777918
37,0.631,0.626547772,0.282749639
49,0.6312,0.413033453,0.292707274
37,0.6312,0.533424445,0.284559972
37,0.6312,0.513424317,0.28494717
61,0.6313,0.490003641,0.297037456
43,0.6319,0.485862869,0.288415242
37,0.632,0.533424445,0.284589925
37,0.6321,0.598204874,0.283339537
37,0.6323,0.608485116,0.283148002
25,0.6325,0.633744151,0.27684992
37,0.6326,0.555728026,0.284180598
